# Wigner-tomography RAW DATA -- SIMULATED BY THE DIGITAL TWIN (NOT a real measurement).
# Generated by spike/twin_wigner_tomography.py (engine: grating_tomography).
# Prepared state: coherent |gamma>, gamma = 0.919239 +0.919239j (|gamma|=1.3000, arg=0.7854 rad).
# Measurement: SDF/Ramsey characteristic-function readout, two quadratures.
#   P_x = 1/2(1 + C Re chi(beta)),  P_y = 1/2(1 + C Im chi(beta));  C=0.900, shots M=500/quadrature.
#   beta sampled on the disk |beta|<=4.00, uniform grid spacing h=0.33333.
# columns:  beta_re  beta_im  M  n_x  n_y  P_x  P_y
+0.00000 +0.66667 500 299 434 0.59800 0.86800
+0.33333 +0.66667 500 372 355 0.74400 0.71000
+0.66667 +0.66667 500 413 253 0.82600 0.50600
+1.00000 +0.66667 500 344 195 0.68800 0.39000
+1.33333 +0.66667 500 277 182 0.55400 0.36400
+1.66667 +0.66667 500 248 195 0.49600 0.39000
+2.00000 +0.66667 500 232 251 0.46400 0.50200
+2.33333 +0.66667 500 241 242 0.48200 0.48400
+2.66667 +0.66667 500 254 260 0.50800 0.52000
+3.00000 +0.66667 500 248 244 0.49600 0.48800
+3.33333 +0.66667 500 252 246 0.50400 0.49200
+3.66667 +0.66667 500 254 251 0.50800 0.50200
-3.66667 +1.00000 500 225 254 0.45000 0.50800
-3.33333 +1.00000 500 258 255 0.51600 0.51000
-3.00000 +1.00000 500 248 263 0.49600 0.52600
-2.66667 +1.00000 500 282 234 0.56400 0.46800
-2.33333 +1.00000 500 238 249 0.47600 0.49800
-2.00000 +1.00000 500 265 247 0.53000 0.49400
-1.66667 +1.00000 500 274 225 0.54800 0.45000
-1.33333 +1.00000 500 230 211 0.46000 0.42200
-1.00000 +1.00000 500 208 213 0.41600 0.42600
-0.66667 +1.00000 500 154 267 0.30800 0.53400
-0.33333 +1.00000 500 169 336 0.33800 0.67200
+0.00000 +1.00000 500 213 395 0.42600 0.79000
+0.33333 +1.00000 500 310 378 0.62000 0.75600
+0.66667 +1.00000 500 348 315 0.69600 0.63000
